title,type,release_year,runtime (mins),main_genre,countries,streaming_service,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director
Rex Park: Curse of the Golden Buddha,MOVIE,2021,80,comedy,US,Amazon,5.917838246,345,2.037,5.821511111,Jason Park
All We Got,MOVIE,2021,101,drama,US,Amazon,5.3,46,0.84,5.989918256,André L. Hopson
Alejandro,MOVIE,2021,99,drama,XX,Amazon,6.107832666,453.5,0.6,5.989918256,Joseph Duke
Giddy Stratospheres,MOVIE,2021,67,drama,GB,Amazon,4.8,153,2.924,3,Laura Jean Marsh
Gamanam,MOVIE,2021,114,drama,US,Amazon,7.7,2398,2.12,5.989918256,Sujana Rao
"Thomas Sowell: Common Sense in a Senseless World, A Personal Exploration by Jason Riley",MOVIE,2021,56,documentation,US,Amazon,8.3,341,1.211,10,Tom Jennings
The Healing Garden,MOVIE,2021,95,family,US,Amazon,5.8,158,9.949,4.5,Joseph Granda
Tainted Blood,MOVIE,2021,80,horror,US,Amazon,2.9,22,3.479,5.029120879,David Hinds
The Opps,MOVIE,2021,81,action,US,Amazon,3.1,29,0.955,5.624277457,Young Ra
Satan's Servant,MOVIE,2021,84,horror,US,Amazon,2.7,139,3.479,5.029120879,Ethan Gomez Zahnley
Carter Family Reunion,MOVIE,2021,80,comedy,US,Amazon,2.6,52,2.209,5,Bryan G. Thompson
Red Woods,MOVIE,2021,95,horror,US,Amazon,3.5,493,3.015,5.6,Nicholas Danko
Grave Intentions,MOVIE,2021,88,horror,US,Amazon,3.9,174,3.436,6,Lukas Hassel
Far More,MOVIE,2021,98,comedy,US,Amazon,6,204,3.196,6,Ally Walker
A Father's Fight,MOVIE,2021,92,sport,US,Amazon,8.9,1515,1.015,5.675,Tyler Sansom
Black Seeds: The History of Africans in America,MOVIE,2021,70,documentation,US,Amazon,6.936832413,162,1.4265,6.655773956,Bayer Mack
Symphoria,MOVIE,2021,100,drama,US,Amazon,8.3,61,2.12,5.989918256,Catherine Dao
The One You Feed,MOVIE,2021,86,drama,US,Amazon,3.3,184,2.502,2,Drew Harwood
Spring,MOVIE,2021,87,drama,US,Amazon,5.3,239,2.027,3.7,Alexandra Swarens
The Marksman,MOVIE,2021,108,thriller,US,Amazon,5.6,31128,180.386,7,Robert Lorenz
Haymaker,MOVIE,2021,83,drama,US,Amazon,3.9,267,3.366,3.5,Nick Sasso
How It Ends,MOVIE,2021,83,comedy,US,Amazon,5,2326,8.595,4.9,Zoe Lister-Jones
All My Friends Are Dead,MOVIE,2021,70,horror,US,Amazon,4.8,45,3.776,2,Brandon Guiles
Monstrous Disunion,MOVIE,2021,68,horror,US,Amazon,5,42,0.6,5.029120879,Jackson Batchelor
COVID-21: Lethal Virus,MOVIE,2021,87,scifi,ES,Amazon,1.7,866,24.108,5.5,Daniel Hernández Torrado
Drishyam 2,MOVIE,2021,153,thriller,IN,Amazon,8.6,34683,5.091,7.8,Jeethu Joseph
Delicious,MOVIE,2021,112,drama,"BE,FR",Amazon,7,1656,13.558,6.9,Éric Besnard
The Lift,MOVIE,2021,70,scifi,MX,Amazon,4.7,522,21.139,6,Daniel Bernal
The Map of Tiny Perfect Things,MOVIE,2021,98,fantasy,US,Amazon,6.8,20758,19.648,7.2,Ian Samuels
Conflicted,MOVIE,2021,130,thriller,US,Amazon,4.6,229,1.962,4,Amire K Reed
Journey to Royal: A WWII Rescue Mission,MOVIE,2021,90,history,US,Amazon,5.9,172,4.936,9,Christopher Johnson
HellKat,MOVIE,2021,79,thriller,US,Amazon,2.8,201,4.494,6,Scott Jeffrey
Bliss,MOVIE,2021,103,romance,US,Amazon,5.3,17230,23.653,5.5,Mike Cahill
Take Me to Tarzana,MOVIE,2021,106,comedy,US,Amazon,5.5,368,3.444,8,Maceo Greenberg
Kotigobba 3,MOVIE,2021,140,thriller,IN,Amazon,6.9,2226,1.96,7,Shiva Karthik
Agent Revelation,MOVIE,2021,86,thriller,US,Amazon,5.4,4292,6.087,6.1,Derek Ting
Bram Stoker's Van Helsing,MOVIE,2021,86,horror,GB,Amazon,3.5,468,10.512,5.8,Steve Lawson
War of Likes,MOVIE,2021,103,comedy,MX,Amazon,5,509,42.942,7.8,Maria Ripoll
Virus Shark,MOVIE,2021,74,horror,US,Amazon,1.9,279,6.504,4.7,Mark Polonia
A Tiny Ripple of Hope,MOVIE,2021,96,documentation,US,Amazon,6.7,39,1.587,6.655773956,Jason Polevoi
Kabadadaari,MOVIE,2021,146,crime,IN,Amazon,6.5,929,2.108,6.7,Pradeep Krishnamoorthy
Dead Air,MOVIE,2021,91,thriller,US,Amazon,4.1,75,1.448,5.606822811,Kevin Hicks
Hot Money,MOVIE,2021,118,documentation,US,Amazon,5.8,191,1.222,5,Susan Kucera
Lock Down Love,MOVIE,2021,69,drama,US,Amazon,5.6,81,0.999,5.989918256,Emeka Mbadiwe
Mean Man: The Story of Chris Holmes,MOVIE,2021,78,music,US,Amazon,6.2,243,3.92,7,Antoine de Montremy
After Chernobyl,MOVIE,2021,84,thriller,"RU,UA,US",Amazon,3.5,249,2.312,2.7,Igor Kinko
The Wanting Mare,MOVIE,2021,89,romance,US,Amazon,5.3,490,2.507,6.9,Nicholas Ashe Bateman
The Priest,MOVIE,2021,140,drama,IN,Amazon,6.2,7611,4.246,5.8,Jofin T. Chacko
Malik,MOVIE,2021,161,thriller,IN,Amazon,8.1,12193,4.031,7.4,Mahesh Narayanan
Dark State,MOVIE,2021,93,thriller,XX,Amazon,2.8,130,2.076,5.606822811,Tracy Lucca
Church People,MOVIE,2021,115,comedy,US,Amazon,4.3,188,2.984,6,Christopher Shawn Shaw
Koi Jaane Na,MOVIE,2021,141,thriller,IN,Amazon,3.8,830,5.222,5,Amin Hajee
Weekenders,MOVIE,2021,76,romance,US,Amazon,4.8,282,2.191,5,Erik Bloomquist
Triassic Hunt,MOVIE,2021,86,scifi,US,Amazon,2.4,264,5.861,5.5,Gerald Rascionato
The Mimic,MOVIE,2021,81,comedy,US,Amazon,4.6,198,3.411,4.5,Thomas F. Mazziotti
Donna: Stronger Than Pretty,MOVIE,2021,110,drama,US,Amazon,6.3,509,1.353,4.5,
Song for Our People,MOVIE,2021,55,documentation,US,Amazon,6.936832413,162,0.829,6.655773956,Mustapha Khan
Love You Right: An R&B Musical,MOVIE,2021,110,drama,US,Amazon,6.7,85,0.697,5.989918256,Christina Faith
Bastille ReOrchestrated,MOVIE,2021,70,documentation,US,Amazon,8.2,101,2.707,9.5,Toby L.
45 Days to Be Rich,MOVIE,2021,74,comedy,US,Amazon,3.3,83,1.378,6.3,Hani Bay
Out of Time,MOVIE,2021,92,action,US,Amazon,5.6,1191,6.576,5.5,Matt Handy
Je suis Karl,MOVIE,2021,126,drama,"CZ,DE",Netflix,5.4,1077,12.981,5.5,Christian Schwochow
Zone 414,MOVIE,2021,98,scifi,GB,Netflix,4.9,4146,121.562,5.4,Andrew Baird
Squared Love,MOVIE,2021,102,comedy,PL,Netflix,5.1,3158,14.92,6.1,Filip Zylber
New Gods: Nezha Reborn,MOVIE,2021,116,animation,CN,Netflix,6.8,3150,3.078,8.2,Ji Zhao
The Last Forest,MOVIE,2021,74,drama,BR,Netflix,7.3,425,2.176,7,Luiz Bolognesi
Ride or Die,MOVIE,2021,142,thriller,JP,Netflix,5.6,1900,79.299,6.5,Ryûichi Hiroki
Roohi,MOVIE,2021,134,comedy,IN,Netflix,4.3,10025,3.119,4.9,Hardik Mehta
Biggie: I Got a Story to Tell,MOVIE,2021,97,documentation,US,Netflix,6.8,5028,8.292,7.2,Emmett Malloy
Secret Magic Control Agency,MOVIE,2021,103,comedy,"RU,US",Netflix,6.2,4086,47.669,7.2,Alex Tsitsilin
Man in Love,MOVIE,2021,115,romance,TW,Netflix,6.9,1744,3.611,7.3,Chen-Hao Yin
Biking Borders - eine etwas andere Reise,MOVIE,2021,89,documentation,DE,Netflix,7.7,933,1.129,7.3,Max Jabs
Nightbooks,MOVIE,2021,103,family,"CA,US",Netflix,5.7,8573,80.549,6.3,David Yarovesky
Fate: The Winx Saga - The Afterparty,MOVIE,2021,50,fantasy,"GB,IT",Netflix,6.2,72,6.557,8.9,Joe Guidry
The Witcher: Nightmare of the Wolf,MOVIE,2021,83,action,"US,PL,KR",Netflix,7.2,42484,16.901,7.7,Kwang Il Han
Nate Bargatze: The Greatest Average American,MOVIE,2021,60,comedy,US,Netflix,7.3,1360,1.881,7.1,Troy Miller
Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,100,drama,US,Netflix,6.9,8190,8.255,7,Chris Smith
Get the Goat,MOVIE,2021,105,comedy,BR,Netflix,6,1784,16.027,6.9,Vitor Brandt
After We Fell,MOVIE,2021,99,romance,"FR,US",Netflix,4.6,13221,341.558,7.2,Castille Landon
A Castle for Christmas,MOVIE,2021,98,romance,"GB,US",Netflix,5.5,11894,15.972,5.8,Mary Lambert
Time to Dance,MOVIE,2021,2,romance,IN,Netflix,2.2,963,1.043,4,Stanley D'Costa
Kingdom: Ashin of the North,MOVIE,2021,92,fantasy,KR,Netflix,7.2,4890,62.804,7.459,Seong Hun Kim
Arlo the Alligator Boy,MOVIE,2021,90,animation,US,Netflix,6.4,1105,17.89,6.9,Ryan Crego
Meskina,MOVIE,2021,98,comedy,NL,Netflix,5.6,913,4.612,6.2,Daria Bukvic
30-Mar,MOVIE,2021,99,crime,US,Netflix,4,153,10.408,6.537353448,Ahmed Khaled
1000 Miles from Christmas,MOVIE,2021,102,comedy,ES,Netflix,5.7,1502,16.617,6.3,Álvaro Fernández Armero
Fine Wine,MOVIE,2021,100,romance,NG,Netflix,6.8,45,1.466,6.376866667,Seyi Babatope
African America,MOVIE,2021,96,drama,ZA,Netflix,5.2,68,1.755,6.562987966,Muzi Mthembu
Baggio: The Divine Ponytail,MOVIE,2021,91,sport,IT,Netflix,6.1,4427,11.747,6.5,Letizia Lamartire
Two Distant Strangers,MOVIE,2021,32,drama,US,Netflix,7.4,2589,8.319,7.4,Travon Free
Moxie,MOVIE,2021,111,music,US,Netflix,6.7,24720,20.59,7.431,
A Perfect Fit,MOVIE,2021,112,comedy,ID,Netflix,5.3,585,23.724,7.3,Hadrah Daeng Ratu
Seaspiracy,MOVIE,2021,89,documentation,US,Netflix,8.1,30307,7.09,7.9,Ali Tabrizi
The Colony,MOVIE,2021,104,scifi,"CH,DE",Netflix,5.3,8495,23.747,5.6,Tim Fehlbaum
Wild Dog,MOVIE,2021,145,thriller,IN,Netflix,6.1,2283,3.231,5.9,Ahishor Solomon
Thunder Force,MOVIE,2021,107,scifi,US,Netflix,4.4,41508,47.631,5.7,Ben Falcone
Dearest Boy,MOVIE,2021,91,comedy,SA,Netflix,6,276,1.55,6,Sarah Noah
A Stand Worthy of Men,MOVIE,2021,120,drama,US,Netflix,7.2,2174,5.4405,6.562987966,Ahmed El Gendy
Night Teeth,MOVIE,2021,107,crime,"GB,US",Netflix,5.6,17526,68.073,6.5,Adam Randall
Back to the Outback,MOVIE,2021,95,animation,"AU,US",Netflix,6.5,7896,155.021,7.8,Harry Cripps
The Door Into Summer,MOVIE,2021,118,scifi,US,Netflix,6.3,696,23.747,6.234619718,Takahiro Miki
The Starling,MOVIE,2021,102,comedy,US,Netflix,6.3,12309,24.671,7.1,Theodore Melfi
Outlaws,MOVIE,2021,125,crime,ES,Netflix,6.9,3985,67.192,7,Daniel Monzón
Dynasty Warriors,MOVIE,2021,118,action,"NZ,HK",Netflix,4.7,2146,165.339,6.4,Roy Hin Yeung Chow
One,MOVIE,2021,150,drama,IN,Netflix,6.5,2672,2.237,6.5,
Madame Claude,MOVIE,2021,112,crime,FR,Netflix,5.4,3402,15.666,5.8,Sylvie Verheyde
Trapped,MOVIE,2021,77,drama,EG,Netflix,6.4,10,1.631,6.562987966,Manal Khaled
Nayattu,MOVIE,2021,124,thriller,IN,Netflix,8.1,7040,2.432,7.7,Martin Prakkat
The Guardian,MOVIE,2021,127,drama,VN,Netflix,5.7,347,2.932,4.9,Victor Vu
Ajeeb Daastaans,MOVIE,2021,142,drama,IN,Netflix,6.7,5743,5.751,6.8,Neeraj Ghaywan
Loyiso Gola: Unlearning,MOVIE,2021,60,comedy,US,Netflix,5.9,206,1.884,7.5,Kagiso Lediga
Just in Time,MOVIE,2021,91,comedy,KE,Netflix,6.9,46,1.219,10,Lowladee Omolola Adeleke
Blood Red Sky,MOVIE,2021,121,thriller,"GB,DE",Netflix,6.1,44006,57.545,7,
Sarbath,MOVIE,2021,112,romance,IN,Netflix,5.6,266,1.951,5.6,Prabhakaran
Annaatthe,MOVIE,2021,163,drama,IN,Netflix,4,9643,3.922,7.1,Siva
This Little Love of Mine,MOVIE,2021,91,romance,AU,Netflix,5.3,2514,12.97,6.2,Christine Luby
Irul,MOVIE,2021,91,thriller,IN,Netflix,5.8,3084,1.886,5.7,Naseef Yusuf Izuddin
He's All That,MOVIE,2021,91,comedy,US,Netflix,4.3,24253,79.838,6.8,Mark Waters
Ferry,MOVIE,2021,106,drama,"BE,NL",Netflix,7,10900,29.798,6.8,Cecilia Verheyden
Dolly Parton: A MusiCares Tribute,MOVIE,2021,55,music,US,Netflix,6.6,234,5.064,7,Christian Lamb
Have You Ever Seen Fireflies?,MOVIE,2021,113,drama,TR,Netflix,6.1,5024,4.109,6.9,Andaç Haznedaroglu
Kurup,MOVIE,2021,155,thriller,IN,Netflix,7.1,12251,3.893,6.1,Srinath Rajendran
Why Did You Kill Me?,MOVIE,2021,83,crime,US,Netflix,5.6,4175,14.666,6.2,Fredrick Munk
Heroes: Silence and Rock & Roll,MOVIE,2021,94,documentation,ES,Netflix,7.5,668,14.086,8.6,Alexis Morante
Barbie & Chelsea: The Lost Birthday,MOVIE,2021,60,animation,US,Netflix,7.1,564.5,69.565,7.1,Cassandra Mackay
Get the Grift,MOVIE,2021,94,crime,BR,Netflix,5.3,748,20.388,6.5,Pedro Antônio Paes
Dhamaka,MOVIE,2021,104,thriller,IN,Netflix,7.2,40263,72.416,7.3,Ram Madhvani
Plastic Island,MOVIE,2021,102,documentation,ID,Netflix,8,22,1.4,6.963309278,Dandhy Dwi Laksono
Till Death,MOVIE,2021,89,horror,US,Netflix,5.8,20256,21.514,6.6,S.K. Dale
Sisters on Track,MOVIE,2021,96,documentation,US,Netflix,5.8,199,7.433,7.1,Tone Grøttjord-Glenne
Searching for Sheela,MOVIE,2021,58,documentation,IN,Netflix,4.3,1360,5.135,5.9,Shakun Batra
I Am All Girls,MOVIE,2021,107,thriller,ZA,Netflix,5.9,5917,43.887,6.6,Donovan Marsh
Sardar Ka Grandson,MOVIE,2021,140,comedy,IN,Netflix,4.2,4539,5.578,7.3,Kaashvi Nair
The Guide to the Perfect Family,MOVIE,2021,102,comedy,CA,Netflix,6.4,1668,26.085,6.6,Ricardo Trogi
Dancing Queens,MOVIE,2021,110,drama,SE,Netflix,5.6,1747,23.443,5.9,Helena Bergström
Resort to Love,MOVIE,2021,101,romance,US,Netflix,5.7,5771,42.837,7.3,Steven K. Tsuchida
Soy Rada: Serendipity,MOVIE,2021,70,comedy,AR,Netflix,6.2,78,7.514,4.5,Pablo Faro
Slay,MOVIE,2021,93,romance,ZA,Netflix,3.2,103,1.676,6,Adze Ugah
Carnaval,MOVIE,2021,94,comedy,BR,Netflix,4,914,27.733,5.1,Leandro Neri
Beckett,MOVIE,2021,109,crime,"IT,BR",Netflix,5.6,25703,86.212,6.3,Ferdinando Cito Filomarino
Awake,MOVIE,2021,96,drama,US,Netflix,4.9,21498,89.154,6,Mark Raso
The Last Mercenary,MOVIE,2021,110,action,FR,Netflix,5.3,8476,108.089,6.6,David Charhon
America: The Motion Picture,MOVIE,2021,98,action,US,Netflix,5.6,6349,68.439,5.8,Matt Thompson
Ghost Lab,MOVIE,2021,117,thriller,TH,Netflix,5.1,1424,50.322,6.5,Paween Purijitpanya
Good on Paper,MOVIE,2021,92,comedy,US,Netflix,5.6,11987,14.843,5.7,Kimmy Gatewood
Bo Burnham: Inside,MOVIE,2021,87,comedy,US,Netflix,8.7,44074,11.434,8.2,Bo Burnham
Lady Boss: The Jackie Collins Story,MOVIE,2021,96,documentation,"GB,US",Netflix,6.8,401,2.614,6.963309278,Laura Fairrie
Audible,MOVIE,2021,39,documentation,US,Netflix,5.3,1180,8.896,7,Matthew Ogens
Cinema Bandi,MOVIE,2021,98,drama,IN,Netflix,7.9,2488,1.609,7.4,Praveen Kandregula
Nail Bomber: Manhunt,MOVIE,2021,72,crime,GB,Netflix,6.3,2142,9.516,6.6,Daniel Vernon
Security,MOVIE,2021,118,thriller,IT,Netflix,4.9,1989,25.561,5.7,Peter Chelsom
Marilyn's Eyes,MOVIE,2021,110,comedy,IT,Netflix,6.6,1396,6.821,6.8,Simone Godano
Three Songs for Benazir,MOVIE,2021,22,drama,AF,Netflix,7.7,2589,3.333,6.4,Elizabeth Mirzaei
In Our Mothers' Gardens,MOVIE,2021,84,documentation,US,Netflix,8.6,132,2.079,6.963309278,Shantrelle P. Lewis
Momshies! Your Soul is Mine,MOVIE,2021,108,comedy,PH,Netflix,5.8,27,2.17,6.306750526,Easy Ferrer
Mommy Issues,MOVIE,2021,89,comedy,PH,Netflix,5.4,39,2.324,1,Jose Javier Reyes
One Second,MOVIE,2021,88,comedy,EG,Netflix,4.7,378,1.96,8,Akram Fareed
Breaking Boundaries: The Science of Our Planet,MOVIE,2021,73,documentation,US,Netflix,7.8,2663,7.679,7.6,Jonathan Clay
Riverdance: The Animated Adventure,MOVIE,2021,86,animation,CA,Netflix,5.4,1815,113.987,5.7,Eamonn Butler
Murder by the Coast,MOVIE,2021,88,crime,ES,Netflix,6.5,2134,8.719,6.4,Tània Balló
One Lagos Night,MOVIE,2021,103,crime,NG,Netflix,6.6,17,1.834,6.537353448,Ekene Som Mekwunye
Headspace Unwind you Mind,MOVIE,2021,15,animation,US,Netflix,7.2,132,6.434,7.2,
Clash,MOVIE,2021,88,family,"NG,CA",Netflix,6.1,34,1.253,6.536018182,Pascal Atuma
The House of Flowers: The Movie,MOVIE,2021,86,drama,MX,Netflix,5.5,851,34.004,8,Manolo Caro
Blue Miracle,MOVIE,2021,95,family,"MX,US",Netflix,6.6,6778,17.953,7.6,Julio Quintana
Trippin’ with the Kandasamys,MOVIE,2021,93,romance,ZA,Netflix,4.9,376,17.846,6.8,Jayan Moodley
The Trip,MOVIE,2021,114,action,NO,Netflix,6.9,20921,65.274,6.7,Tommy Wirkola
The Vault,MOVIE,2021,118,crime,ES,Netflix,6.4,21511,22.456,5.9,Jaume Balagueró
Hypnotic,MOVIE,2021,88,thriller,CA,Netflix,5.3,15690,71.857,6.121,Matt Angel
Kate,MOVIE,2021,106,action,"US,JP,TH",Netflix,6.2,59480,64.19,6.7,Cedric Nicolas-Troyan
Myriam Fares: The Journey,MOVIE,2021,72,documentation,LB,Netflix,2.3,167,1.487,6.963309278,Myriam Fares
The Phantom,MOVIE,2021,81,documentation,"US,GB",Netflix,6.5,759,3.462,6.1,Patrick Forbes
Trees of Peace,MOVIE,2021,97,drama,US,Netflix,6.4,1104,118.558,7.3,Alanna Brown
Army of Thieves,MOVIE,2021,127,comedy,"DE,US",Netflix,6.4,73790,157.021,6.9,Matthias Schweighöfer
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,102,documentation,US,Netflix,7.3,233,1.706,10,Suzanne Joe Kai
Bordertown: The Mural Murders,MOVIE,2021,107,crime,FI,Netflix,6.2,2219,69.693,6.7,Juuso Syrjä
My Wonderful Life,MOVIE,2021,99,romance,PL,Netflix,5.8,626,4.228,4.5,Lukasz Grzegorzek
In for a Murder,MOVIE,2021,105,comedy,PL,Netflix,5.3,1484,62.599,5.7,Piotr Mularuk
Upcoming Summer,MOVIE,2021,115,drama,CN,Netflix,6.7,486,3.257,6.2,Leste Chen
Aileen Wuornos: American Boogeywoman,MOVIE,2021,85,thriller,US,Netflix,3.7,1538,6.83,5.4,Daniel Farrands
Happiness Ever After,MOVIE,2021,99,drama,ZA,Netflix,4.2,163,11.536,7.3,Thabang Moleya
The Land,MOVIE,2021,103,comedy,PL,Netflix,6.1,473,1.627,5.6,Veronica Andersson
Lethal Love,MOVIE,2021,87,thriller,US,Netflix,4.4,233,10.449,6.158261589,Avi Federgreen
Prophetess,MOVIE,2021,144,drama,US,Netflix,6.8,6,1.4,8,Niyi Akinmolayan
Lokillo,MOVIE,2021,90,comedy,CO,Netflix,3.8,68,26.005,6.3,Julian Gaviria
The Father Who Moves Mountains,MOVIE,2021,108,thriller,"SE,RO",Netflix,5.5,3472,19.955,6,Daniel Sandu
The Wonderful: Stories from the Space Station,MOVIE,2021,129,documentation,US,Netflix,7,1180,1.983,7,Clare Lewins
Lee Su-geun: The Sense Coach,MOVIE,2021,45,comedy,KR,Netflix,4.1,38,1.058,3.5,
Intrusion,MOVIE,2021,92,thriller,US,Netflix,5.2,16272,113.423,6,Adam Salky
Private Network: Who Killed Manuel Buendía?,MOVIE,2021,100,history,MX,Netflix,6.8,224,2.804,7.3,Manuel Alcalá
Fatherhood,MOVIE,2021,109,drama,"CA,US",Netflix,6.6,34661,88.619,7.6,Paul Weitz
Deep,MOVIE,2021,101,scifi,TH,Netflix,4.8,1441,70.521,6.4,Sita Likitvanichkul
Zero to Hero,MOVIE,2021,103,drama,HK,Netflix,6.7,842,4.779,7.4,Chi-Man Wan
The Seven Deadly Sins: Cursed by Light,MOVIE,2021,79,animation,JP,Netflix,6.4,970,470.787,7.9,Takayuki Hamana
Last Summer,MOVIE,2021,101,drama,TR,Netflix,6.3,2878,33.733,5.9,Ozan Açiktan
Super Monsters: Once Upon a Rhyme,MOVIE,2021,25,animation,US,Netflix,5.6,38,53.762,6.3,Steve Ball
Diana: The Musical,MOVIE,2021,117,history,US,Netflix,4.2,1266,5.117,6.1,Christopher Ashley
Tughlaq Durbar,MOVIE,2021,145,drama,IN,Netflix,5.4,1605,2.386,6.9,Delhi Prasad Deenadayal
Bartkowiak,MOVIE,2021,91,action,PL,Netflix,5.1,1205,62.624,6.2,Daniel Markowicz
Emicida AmarElo Live in Sao Paulo,MOVIE,2021,99,documentation,BR,Netflix,7.6,44,1.88,9.8,Fred Ouro Preto
D.O.D.: Day of Destiny,MOVIE,2021,110,scifi,NG,Netflix,5,42,2.664,6.234619718,Akay Ilozobhie
Bankrolled,MOVIE,2021,97,comedy,MX,Netflix,4,312,20.242,5.9,Marcos Bucay
Black Island,MOVIE,2021,105,thriller,DE,Netflix,5.2,2788,62.875,6,Miguel Alexandre
SAS: Red Notice,MOVIE,2021,124,thriller,"GB,HU,NL,CH",Netflix,5.2,18190,89.579,5.9,Magnus Martens
Thimmarusu: Assignment Vali,MOVIE,2021,127,crime,IN,Netflix,7.2,1544,1.932,7.7,Sharan Koppisetty
Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,96,documentation,DE,Netflix,7.3,4699,10.72,7.8,Eva Müller
Aftermath,MOVIE,2021,114,horror,US,Netflix,5.3,15646,46.058,6.4,Peter Winther
Blue Dream: The Road to Wembley,MOVIE,2021,61,documentation,IT,Netflix,7.1,792,4.84,7.9,Manuele Mandolesi
Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,84,documentation,GB,Netflix,6.3,3301,5.426,6.2,Michael Harte
Stuck Together,MOVIE,2021,126,comedy,"BE,FR",Netflix,6.3,6897,15.493,6,Dany Boon
"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,92,documentation,"US,NL",Netflix,6.9,5856,6.605,6.8,Joshua Rofé
The Lost Daughter,MOVIE,2021,122,drama,"GR,GB,US",Netflix,6.7,58882,36.068,6.6,Maggie Gyllenhaal
Hostage House,MOVIE,2021,90,thriller,US,Netflix,3.9,860,4.731,6.8,David Benullo
7 Prisoners,MOVIE,2021,93,drama,BR,Netflix,7.1,6877,95.706,7.1,Alexandre Moratto
"Barbie: Big City, Big Dreams",MOVIE,2021,62,animation,US,Netflix,5.7,305,105.001,7.022,Scott Pleydell-Pearce
Binti,MOVIE,2021,99,drama,"TZ,GB",Netflix,5.6,122,1.921,9,Seko Shamte
Untold: Malice at the Palace,MOVIE,2021,69,crime,US,Netflix,7.5,7699,8.49,7,Floyd Russ
Phil Wang: Philly Philly Wang Wang,MOVIE,2021,63,comedy,GB,Netflix,6.1,632,2.353,6.6,Barbara Wiltshire
Untold: Caitlyn Jenner,MOVIE,2021,69,documentation,US,Netflix,6.4,2456,4.431,6.6,Crystal Moselle
Lokillo: Nothing's the Same,MOVIE,2021,64,comedy,CO,Netflix,4.7,53,34.522,7.6,Julian Gaviria
Count Me In,MOVIE,2021,81,documentation,US,Netflix,6.8,1805,4.044,7.1,Mark Lo
Operation Hyacinth,MOVIE,2021,112,crime,PL,Netflix,6.7,3119,16.846,6.8,Piotr Domalewski
Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,95,documentation,US,Netflix,6.9,946,7.921,7.4,Marcus A. Clarke
Django & Django,MOVIE,2021,80,documentation,US,Netflix,6.9,1006,4.018,6.963309278,Luca Rea
Minnal Murali,MOVIE,2021,158,comedy,IN,Netflix,8.1,24681,68.032,7.2,Basil Joseph
Fever Dream,MOVIE,2021,93,drama,"CL,PE",Netflix,5.4,1906,30.42,5.9,Claudia Llosa
JJ+E,MOVIE,2021,90,drama,SE,Netflix,5.3,1724,31.532,5.4,Alexis Almström
Last Man Down,MOVIE,2021,87,thriller,"SE,GB",Netflix,4.8,12850,358.251,6.273,Fansu Njie
Prey,MOVIE,2021,87,drama,DE,Netflix,4.3,7360,48.888,4.6,Thomas Sieben
Afterlife of the Party,MOVIE,2021,109,fantasy,US,Netflix,5.8,8728,28.436,6.9,Stephen Herek
Father Christmas Is Back,MOVIE,2021,104,comedy,GB,Netflix,4.5,5658,30.921,4.7,Philippe Martinez
Breaded Life,MOVIE,2021,120,comedy,NG,Netflix,7.7,65,1.96,10,Biodun Stephen
Ayinla,MOVIE,2021,119,drama,US,Netflix,8.1,23,1.688,6.562987966,Tunde Kelani
Untold: Breaking Point,MOVIE,2021,79,documentation,US,Netflix,7.6,2490,5.385,8,Chapman Way
Ankahi Kahaniya,MOVIE,2021,110,drama,IN,Netflix,5.5,876,5.641,6.5,Abhishek Chaubey
Boomika,MOVIE,2021,122,thriller,IN,Netflix,5.5,2553,1.945,7.2,R. Rathindran Prasad
A Faraway Land,MOVIE,2021,101,drama,"PH,FO",Netflix,5,136,1.748,6.7,Veronica Velasco
Forever Rich,MOVIE,2021,90,crime,NL,Netflix,5.5,1025,17.216,6,Shady El-Hamus
We Couldn't Become Adults,MOVIE,2021,124,drama,JP,Netflix,6.4,706,10.432,6.3,Yoshihiro Mori
The Unforgivable,MOVIE,2021,112,drama,"GB,US,DE",Netflix,7.1,105353,74.153,7.5,Nora Fingscheidt
Found,MOVIE,2021,97,documentation,"CN,US",Netflix,7.5,1198,32.993,7.5,Amanda Lipitz
No One Gets Out Alive,MOVIE,2021,85,horror,"RO,US",Netflix,5.3,15031,96.132,6,Santiago Menghini
Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,30,animation,GB,Netflix,7.3,1491,67.766,7,Steve Cox
Love Hard,MOVIE,2021,104,romance,US,Netflix,6.3,49784,24.112,7.1,Hernán Jiménez
The River Runner,MOVIE,2021,86,documentation,US,Netflix,6.9,1667,2.283,6.7,Rush Sturges
My Heroes Were Cowboys,MOVIE,2021,23,documentation,US,Netflix,7.7,1180,3.145,7.7,Tyler Greco
The Women and the Murderer,MOVIE,2021,92,documentation,FR,Netflix,6.4,1237,9.08,6.2,Mona Achache
You vs. Wild: Out Cold,MOVIE,2021,25,action,US,Netflix,5.4,309,3.864,6.1,Ben Simms
Lead Me Home,MOVIE,2021,40,documentation,US,Netflix,7.1,1180,13.808,6.8,Jon Shenk
